"date_of_interest","cases","count","areas"
"04/23/2020","PROBABLE_DEATH_COUNT",26,"QN"
"04/23/2020","CASE_COUNT_7DAY_AVG",962,"QN"
"04/23/2020","PROBABLE_CASE_COUNT_7DAY_AVG",26,"QN"
"04/23/2020","ALL_CASE_COUNT_7DAY_AVG",988,"QN"
"04/23/2020","HOSPITALIZED_COUNT_7DAY_AVG",181,"QN"
"04/23/2020","DEATH_COUNT_7DAY_AVG",116,"QN"
"04/23/2020","ALL_DEATH_COUNT_7DAY_AVG",142,"QN"
"04/23/2020","CASE_COUNT",127,"SI"
"04/23/2020","PROBABLE_CASE_COUNT",4,"SI"
"04/23/2020","HOSPITALIZED_COUNT",22,"SI"
"04/23/2020","DEATH_COUNT",13,"SI"
"04/23/2020","PROBABLE_DEATH_COUNT",4,"SI"
"04/23/2020","CASE_COUNT_7DAY_AVG",187,"SI"
"04/23/2020","PROBABLE_CASE_COUNT_7DAY_AVG",5,"SI"
"04/23/2020","ALL_CASE_COUNT_7DAY_AVG",192,"SI"
"04/23/2020","HOSPITALIZED_COUNT_7DAY_AVG",26,"SI"
"04/23/2020","DEATH_COUNT_7DAY_AVG",15,"SI"
"04/23/2020","ALL_DEATH_COUNT_7DAY_AVG",21,"SI"
"04/24/2020","CASE_COUNT",579,"BX"
"04/24/2020","PROBABLE_CASE_COUNT",14,"BX"
"04/24/2020","HOSPITALIZED_COUNT",99,"BX"
"04/24/2020","DEATH_COUNT",62,"BX"
"04/24/2020","PROBABLE_DEATH_COUNT",14,"BX"
"04/24/2020","CASE_COUNT_7DAY_AVG",707,"BX"
"04/24/2020","PROBABLE_CASE_COUNT_7DAY_AVG",19,"BX"
"04/24/2020","ALL_CASE_COUNT_7DAY_AVG",725,"BX"
"04/24/2020","HOSPITALIZED_COUNT_7DAY_AVG",128,"BX"
"04/24/2020","DEATH_COUNT_7DAY_AVG",68,"BX"
"04/24/2020","ALL_DEATH_COUNT_7DAY_AVG",87,"BX"
"04/24/2020","CASE_COUNT",630,"BK"
"04/24/2020","PROBABLE_CASE_COUNT",19,"BK"
"04/24/2020","HOSPITALIZED_COUNT",128,"BK"
"04/24/2020","DEATH_COUNT",93,"BK"
"04/24/2020","PROBABLE_DEATH_COUNT",19,"BK"
"04/24/2020","CASE_COUNT_7DAY_AVG",766,"BK"
"04/24/2020","PROBABLE_CASE_COUNT_7DAY_AVG",27,"BK"
"04/24/2020","ALL_CASE_COUNT_7DAY_AVG",792,"BK"
"04/24/2020","HOSPITALIZED_COUNT_7DAY_AVG",147,"BK"
"04/24/2020","DEATH_COUNT_7DAY_AVG",104,"BK"
"04/24/2020","ALL_DEATH_COUNT_7DAY_AVG",130,"BK"
"04/24/2020","CASE_COUNT",408,"MN"
"04/24/2020","PROBABLE_CASE_COUNT",7,"MN"
"04/24/2020","HOSPITALIZED_COUNT",80,"MN"
"04/24/2020","DEATH_COUNT",47,"MN"
"04/24/2020","PROBABLE_DEATH_COUNT",7,"MN"
"04/24/2020","CASE_COUNT_7DAY_AVG",329,"MN"
"04/24/2020","PROBABLE_CASE_COUNT_7DAY_AVG",13,"MN"
"04/24/2020","ALL_CASE_COUNT_7DAY_AVG",342,"MN"
"04/24/2020","HOSPITALIZED_COUNT_7DAY_AVG",81,"MN"
"04/24/2020","DEATH_COUNT_7DAY_AVG",47,"MN"
"04/24/2020","ALL_DEATH_COUNT_7DAY_AVG",60,"MN"
"04/24/2020","CASE_COUNT",775,"QN"
"04/24/2020","PROBABLE_CASE_COUNT",15,"QN"
"04/24/2020","HOSPITALIZED_COUNT",138,"QN"
"04/24/2020","DEATH_COUNT",98,"QN"
"04/24/2020","PROBABLE_DEATH_COUNT",15,"QN"
"04/24/2020","CASE_COUNT_7DAY_AVG",915,"QN"
"04/24/2020","PROBABLE_CASE_COUNT_7DAY_AVG",24,"QN"
"04/24/2020","ALL_CASE_COUNT_7DAY_AVG",940,"QN"
"04/24/2020","HOSPITALIZED_COUNT_7DAY_AVG",165,"QN"
"04/24/2020","DEATH_COUNT_7DAY_AVG",113,"QN"
"04/24/2020","ALL_DEATH_COUNT_7DAY_AVG",137,"QN"
"04/24/2020","CASE_COUNT",143,"SI"
"04/24/2020","PROBABLE_CASE_COUNT",3,"SI"
"04/24/2020","HOSPITALIZED_COUNT",29,"SI"
"04/24/2020","DEATH_COUNT",14,"SI"
"04/24/2020","PROBABLE_DEATH_COUNT",3,"SI"
"04/24/2020","CASE_COUNT_7DAY_AVG",167,"SI"
"04/24/2020","PROBABLE_CASE_COUNT_7DAY_AVG",5,"SI"
"04/24/2020","ALL_CASE_COUNT_7DAY_AVG",172,"SI"
"04/24/2020","HOSPITALIZED_COUNT_7DAY_AVG",26,"SI"
"04/24/2020","DEATH_COUNT_7DAY_AVG",15,"SI"
"04/24/2020","ALL_DEATH_COUNT_7DAY_AVG",20,"SI"
"04/25/2020","CASE_COUNT",418,"BX"
"04/25/2020","PROBABLE_CASE_COUNT",6,"BX"
"04/25/2020","HOSPITALIZED_COUNT",80,"BX"
"04/25/2020","DEATH_COUNT",57,"BX"
"04/25/2020","PROBABLE_DEATH_COUNT",6,"BX"
"04/25/2020","CASE_COUNT_7DAY_AVG",688,"BX"
"04/25/2020","PROBABLE_CASE_COUNT_7DAY_AVG",16,"BX"
"04/25/2020","ALL_CASE_COUNT_7DAY_AVG",704,"BX"
"04/25/2020","HOSPITALIZED_COUNT_7DAY_AVG",120,"BX"
"04/25/2020","DEATH_COUNT_7DAY_AVG",67,"BX"
"04/25/2020","ALL_DEATH_COUNT_7DAY_AVG",83,"BX"
"04/25/2020","CASE_COUNT",404,"BK"
"04/25/2020","PROBABLE_CASE_COUNT",21,"BK"
"04/25/2020","HOSPITALIZED_COUNT",94,"BK"
"04/25/2020","DEATH_COUNT",77,"BK"
"04/25/2020","PROBABLE_DEATH_COUNT",21,"BK"
"04/25/2020","CASE_COUNT_7DAY_AVG",741,"BK"
"04/25/2020","PROBABLE_CASE_COUNT_7DAY_AVG",25,"BK"
"04/25/2020","ALL_CASE_COUNT_7DAY_AVG",766,"BK"
"04/25/2020","HOSPITALIZED_COUNT_7DAY_AVG",138,"BK"
"04/25/2020","DEATH_COUNT_7DAY_AVG",98,"BK"
"04/25/2020","ALL_DEATH_COUNT_7DAY_AVG",123,"BK"
"04/25/2020","CASE_COUNT",145,"MN"
"04/25/2020","PROBABLE_CASE_COUNT",6,"MN"
"04/25/2020","HOSPITALIZED_COUNT",42,"MN"
"04/25/2020","DEATH_COUNT",40,"MN"
"04/25/2020","PROBABLE_DEATH_COUNT",6,"MN"
"04/25/2020","CASE_COUNT_7DAY_AVG",323,"MN"
"04/25/2020","PROBABLE_CASE_COUNT_7DAY_AVG",12,"MN"
"04/25/2020","ALL_CASE_COUNT_7DAY_AVG",335,"MN"
"04/25/2020","HOSPITALIZED_COUNT_7DAY_AVG",75,"MN"
"04/25/2020","DEATH_COUNT_7DAY_AVG",45,"MN"
"04/25/2020","ALL_DEATH_COUNT_7DAY_AVG",57,"MN"
"04/25/2020","CASE_COUNT",540,"QN"
"04/25/2020","PROBABLE_CASE_COUNT",17,"QN"
"04/25/2020","HOSPITALIZED_COUNT",92,"QN"
"04/25/2020","DEATH_COUNT",82,"QN"
"04/25/2020","PROBABLE_DEATH_COUNT",17,"QN"
"04/25/2020","CASE_COUNT_7DAY_AVG",892,"QN"
"04/25/2020","PROBABLE_CASE_COUNT_7DAY_AVG",22,"QN"
"04/25/2020","ALL_CASE_COUNT_7DAY_AVG",913,"QN"
"04/25/2020","HOSPITALIZED_COUNT_7DAY_AVG",151,"QN"
"04/25/2020","DEATH_COUNT_7DAY_AVG",105,"QN"
"04/25/2020","ALL_DEATH_COUNT_7DAY_AVG",126,"QN"
"04/25/2020","CASE_COUNT",88,"SI"
"04/25/2020","PROBABLE_CASE_COUNT",2,"SI"
"04/25/2020","HOSPITALIZED_COUNT",23,"SI"
"04/25/2020","DEATH_COUNT",9,"SI"
"04/25/2020","PROBABLE_DEATH_COUNT",2,"SI"
"04/25/2020","CASE_COUNT_7DAY_AVG",158,"SI"
"04/25/2020","PROBABLE_CASE_COUNT_7DAY_AVG",5,"SI"
"04/25/2020","ALL_CASE_COUNT_7DAY_AVG",162,"SI"
"04/25/2020","HOSPITALIZED_COUNT_7DAY_AVG",25,"SI"
"04/25/2020","DEATH_COUNT_7DAY_AVG",14,"SI"
"04/25/2020","ALL_DEATH_COUNT_7DAY_AVG",18,"SI"
"04/26/2020","CASE_COUNT",196,"BX"
"04/26/2020","PROBABLE_CASE_COUNT",10,"BX"
"04/26/2020","HOSPITALIZED_COUNT",75,"BX"
"04/26/2020","DEATH_COUNT",54,"BX"
"04/26/2020","PROBABLE_DEATH_COUNT",10,"BX"
"04/26/2020","CASE_COUNT_7DAY_AVG",640,"BX"
"04/26/2020","PROBABLE_CASE_COUNT_7DAY_AVG",15,"BX"
"04/26/2020","ALL_CASE_COUNT_7DAY_AVG",654,"BX"
"04/26/2020","HOSPITALIZED_COUNT_7DAY_AVG",110,"BX"
"04/26/2020","DEATH_COUNT_7DAY_AVG",64,"BX"
"04/26/2020","ALL_DEATH_COUNT_7DAY_AVG",78,"BX"
"04/26/2020","CASE_COUNT",332,"BK"
"04/26/2020","PROBABLE_CASE_COUNT",20,"BK"
"04/26/2020","HOSPITALIZED_COUNT",76,"BK"
"04/26/2020","DEATH_COUNT",61,"BK"
"04/26/2020","PROBABLE_DEATH_COUNT",20,"BK"
"04/26/2020","CASE_COUNT_7DAY_AVG",698,"BK"
"04/26/2020","PROBABLE_CASE_COUNT_7DAY_AVG",24,"BK"
"04/26/2020","ALL_CASE_COUNT_7DAY_AVG",722,"BK"
"04/26/2020","HOSPITALIZED_COUNT_7DAY_AVG",131,"BK"
"04/26/2020","DEATH_COUNT_7DAY_AVG",90,"BK"
"04/26/2020","ALL_DEATH_COUNT_7DAY_AVG",114,"BK"
"04/26/2020","CASE_COUNT",98,"MN"
"04/26/2020","PROBABLE_CASE_COUNT",12,"MN"
"04/26/2020","HOSPITALIZED_COUNT",44,"MN"
"04/26/2020","DEATH_COUNT",34,"MN"
"04/26/2020","PROBABLE_DEATH_COUNT",12,"MN"
"04/26/2020","CASE_COUNT_7DAY_AVG",312,"MN"
"04/26/2020","PROBABLE_CASE_COUNT_7DAY_AVG",11,"MN"
"04/26/2020","ALL_CASE_COUNT_7DAY_AVG",323,"MN"
"04/26/2020","HOSPITALIZED_COUNT_7DAY_AVG",71,"MN"
"04/26/2020","DEATH_COUNT_7DAY_AVG",43,"MN"
"04/26/2020","ALL_DEATH_COUNT_7DAY_AVG",54,"MN"
"04/26/2020","CASE_COUNT",331,"QN"
"04/26/2020","PROBABLE_CASE_COUNT",6,"QN"
"04/26/2020","HOSPITALIZED_COUNT",100,"QN"
"04/26/2020","DEATH_COUNT",89,"QN"
"04/26/2020","PROBABLE_DEATH_COUNT",6,"QN"
"04/26/2020","CASE_COUNT_7DAY_AVG",815,"QN"
"04/26/2020","PROBABLE_CASE_COUNT_7DAY_AVG",20,"QN"
"04/26/2020","ALL_CASE_COUNT_7DAY_AVG",835,"QN"
"04/26/2020","HOSPITALIZED_COUNT_7DAY_AVG",141,"QN"
"04/26/2020","DEATH_COUNT_7DAY_AVG",98,"QN"
"04/26/2020","ALL_DEATH_COUNT_7DAY_AVG",118,"QN"
"04/26/2020","CASE_COUNT",46,"SI"
"04/26/2020","PROBABLE_CASE_COUNT",3,"SI"
"04/26/2020","HOSPITALIZED_COUNT",17,"SI"
"04/26/2020","DEATH_COUNT",7,"SI"
"04/26/2020","PROBABLE_DEATH_COUNT",3,"SI"
"04/26/2020","CASE_COUNT_7DAY_AVG",145,"SI"
"04/26/2020","PROBABLE_CASE_COUNT_7DAY_AVG",4,"SI"
"04/26/2020","ALL_CASE_COUNT_7DAY_AVG",149,"SI"
"04/26/2020","HOSPITALIZED_COUNT_7DAY_AVG",23,"SI"
"04/26/2020","DEATH_COUNT_7DAY_AVG",12,"SI"
"04/26/2020","ALL_DEATH_COUNT_7DAY_AVG",16,"SI"
"04/27/2020","CASE_COUNT",551,"BX"
"04/27/2020","PROBABLE_CASE_COUNT",10,"BX"
"04/27/2020","HOSPITALIZED_COUNT",92,"BX"
"04/27/2020","DEATH_COUNT",54,"BX"
"04/27/2020","PROBABLE_DEATH_COUNT",10,"BX"
"04/27/2020","CASE_COUNT_7DAY_AVG",578,"BX"
"04/27/2020","PROBABLE_CASE_COUNT_7DAY_AVG",13,"BX"
"04/27/2020","ALL_CASE_COUNT_7DAY_AVG",591,"BX"
"04/27/2020","HOSPITALIZED_COUNT_7DAY_AVG",103,"BX"
"04/27/2020","DEATH_COUNT_7DAY_AVG",60,"BX"
"04/27/2020","ALL_DEATH_COUNT_7DAY_AVG",73,"BX"
"04/27/2020","CASE_COUNT",607,"BK"
"04/27/2020","PROBABLE_CASE_COUNT",18,"BK"
"04/27/2020","HOSPITALIZED_COUNT",93,"BK"
"04/27/2020","DEATH_COUNT",86,"BK"
"04/27/2020","PROBABLE_DEATH_COUNT",18,"BK"
"04/27/2020","CASE_COUNT_7DAY_AVG",644,"BK"
"04/27/2020","PROBABLE_CASE_COUNT_7DAY_AVG",22,"BK"
"04/27/2020","ALL_CASE_COUNT_7DAY_AVG",666,"BK"
"04/27/2020","HOSPITALIZED_COUNT_7DAY_AVG",117,"BK"
"04/27/2020","DEATH_COUNT_7DAY_AVG",89,"BK"
"04/27/2020","ALL_DEATH_COUNT_7DAY_AVG",111,"BK"
"04/27/2020","CASE_COUNT",302,"MN"
"04/27/2020","PROBABLE_CASE_COUNT",5,"MN"
"04/27/2020","HOSPITALIZED_COUNT",62,"MN"
"04/27/2020","DEATH_COUNT",30,"MN"
"04/27/2020","PROBABLE_DEATH_COUNT",5,"MN"
"04/27/2020","CASE_COUNT_7DAY_AVG",301,"MN"
"04/27/2020","PROBABLE_CASE_COUNT_7DAY_AVG",10,"MN"
"04/27/2020","ALL_CASE_COUNT_7DAY_AVG",311,"MN"
"04/27/2020","HOSPITALIZED_COUNT_7DAY_AVG",67,"MN"
"04/27/2020","DEATH_COUNT_7DAY_AVG",40,"MN"
"04/27/2020","ALL_DEATH_COUNT_7DAY_AVG",50,"MN"
"04/27/2020","CASE_COUNT",723,"QN"
"04/27/2020","PROBABLE_CASE_COUNT",9,"QN"
"04/27/2020","HOSPITALIZED_COUNT",107,"QN"
"04/27/2020","DEATH_COUNT",91,"QN"
"04/27/2020","PROBABLE_DEATH_COUNT",9,"QN"
"04/27/2020","CASE_COUNT_7DAY_AVG",744,"QN"
"04/27/2020","PROBABLE_CASE_COUNT_7DAY_AVG",18,"QN"
"04/27/2020","ALL_CASE_COUNT_7DAY_AVG",762,"QN"
"04/27/2020","HOSPITALIZED_COUNT_7DAY_AVG",129,"QN"
"04/27/2020","DEATH_COUNT_7DAY_AVG",94,"QN"
"04/27/2020","ALL_DEATH_COUNT_7DAY_AVG",111,"QN"
"04/27/2020","CASE_COUNT",107,"SI"
"04/27/2020","PROBABLE_CASE_COUNT",3,"SI"
"04/27/2020","HOSPITALIZED_COUNT",20,"SI"
"04/27/2020","DEATH_COUNT",9,"SI"
"04/27/2020","PROBABLE_DEATH_COUNT",3,"SI"
"04/27/2020","CASE_COUNT_7DAY_AVG",129,"SI"
"04/27/2020","PROBABLE_CASE_COUNT_7DAY_AVG",3,"SI"
"04/27/2020","ALL_CASE_COUNT_7DAY_AVG",132,"SI"
"04/27/2020","HOSPITALIZED_COUNT_7DAY_AVG",22,"SI"
"04/27/2020","DEATH_COUNT_7DAY_AVG",11,"SI"
"04/27/2020","ALL_DEATH_COUNT_7DAY_AVG",14,"SI"
"04/28/2020","CASE_COUNT",668,"BX"
"04/28/2020","PROBABLE_CASE_COUNT",8,"BX"
"04/28/2020","HOSPITALIZED_COUNT",88,"BX"
"04/28/2020","DEATH_COUNT",56,"BX"
"04/28/2020","PROBABLE_DEATH_COUNT",8,"BX"
"04/28/2020","CASE_COUNT_7DAY_AVG",582,"BX"
"04/28/2020","PROBABLE_CASE_COUNT_7DAY_AVG",11,"BX"
"04/28/2020","ALL_CASE_COUNT_7DAY_AVG",593,"BX"
"04/28/2020","HOSPITALIZED_COUNT_7DAY_AVG",95,"BX"
"04/28/2020","DEATH_COUNT_7DAY_AVG",58,"BX"
"04/28/2020","ALL_DEATH_COUNT_7DAY_AVG",70,"BX"
"04/28/2020","CASE_COUNT",709,"BK"
"04/28/2020","PROBABLE_CASE_COUNT",9,"BK"
"04/28/2020","HOSPITALIZED_COUNT",92,"BK"
"04/28/2020","DEATH_COUNT",57,"BK"
"04/28/2020","PROBABLE_DEATH_COUNT",9,"BK"
"04/28/2020","CASE_COUNT_7DAY_AVG",617,"BK"
"04/28/2020","PROBABLE_CASE_COUNT_7DAY_AVG",19,"BK"
"04/28/2020","ALL_CASE_COUNT_7DAY_AVG",637,"BK"
"04/28/2020","HOSPITALIZED_COUNT_7DAY_AVG",107,"BK"
"04/28/2020","DEATH_COUNT_7DAY_AVG",84,"BK"
"04/28/2020","ALL_DEATH_COUNT_7DAY_AVG",103,"BK"
"04/28/2020","CASE_COUNT",323,"MN"
"04/28/2020","PROBABLE_CASE_COUNT",4,"MN"
"04/28/2020","HOSPITALIZED_COUNT",57,"MN"
"04/28/2020","DEATH_COUNT",35,"MN"
"04/28/2020","PROBABLE_DEATH_COUNT",4,"MN"
"04/28/2020","CASE_COUNT_7DAY_AVG",294,"MN"
"04/28/2020","PROBABLE_CASE_COUNT_7DAY_AVG",9,"MN"
"04/28/2020","ALL_CASE_COUNT_7DAY_AVG",303,"MN"
"04/28/2020","HOSPITALIZED_COUNT_7DAY_AVG",62,"MN"
"04/28/2020","DEATH_COUNT_7DAY_AVG",39,"MN"
"04/28/2020","ALL_DEATH_COUNT_7DAY_AVG",47,"MN"
"04/28/2020","CASE_COUNT",896,"QN"
"04/28/2020","PROBABLE_CASE_COUNT",8,"QN"
"04/28/2020","HOSPITALIZED_COUNT",106,"QN"
"04/28/2020","DEATH_COUNT",73,"QN"
"04/28/2020","PROBABLE_DEATH_COUNT",8,"QN"
"04/28/2020","CASE_COUNT_7DAY_AVG",738,"QN"
"04/28/2020","PROBABLE_CASE_COUNT_7DAY_AVG",15,"QN"
"04/28/2020","ALL_CASE_COUNT_7DAY_AVG",753,"QN"
"04/28/2020","HOSPITALIZED_COUNT_7DAY_AVG",119,"QN"
"04/28/2020","DEATH_COUNT_7DAY_AVG",89,"QN"
"04/28/2020","ALL_DEATH_COUNT_7DAY_AVG",104,"QN"
"04/28/2020","CASE_COUNT",130,"SI"
"04/28/2020","PROBABLE_CASE_COUNT",2,"SI"
"04/28/2020","HOSPITALIZED_COUNT",15,"SI"
"04/28/2020","DEATH_COUNT",8,"SI"
"04/28/2020","PROBABLE_DEATH_COUNT",2,"SI"
"04/28/2020","CASE_COUNT_7DAY_AVG",116,"SI"
"04/28/2020","PROBABLE_CASE_COUNT_7DAY_AVG",3,"SI"
"04/28/2020","ALL_CASE_COUNT_7DAY_AVG",119,"SI"
"04/28/2020","HOSPITALIZED_COUNT_7DAY_AVG",20,"SI"
"04/28/2020","DEATH_COUNT_7DAY_AVG",11,"SI"
"04/28/2020","ALL_DEATH_COUNT_7DAY_AVG",14,"SI"
"04/29/2020","CASE_COUNT",557,"BX"
"04/29/2020","PROBABLE_CASE_COUNT",7,"BX"
"04/29/2020","HOSPITALIZED_COUNT",78,"BX"
"04/29/2020","DEATH_COUNT",40,"BX"
"04/29/2020","PROBABLE_DEATH_COUNT",7,"BX"
"04/29/2020","CASE_COUNT_7DAY_AVG",529,"BX"
"04/29/2020","PROBABLE_CASE_COUNT_7DAY_AVG",10,"BX"
"04/29/2020","ALL_CASE_COUNT_7DAY_AVG",539,"BX"
"04/29/2020","HOSPITALIZED_COUNT_7DAY_AVG",89,"BX"
"04/29/2020","DEATH_COUNT_7DAY_AVG",54,"BX"
"04/29/2020","ALL_DEATH_COUNT_7DAY_AVG",64,"BX"
"04/29/2020","CASE_COUNT",683,"BK"
"04/29/2020","PROBABLE_CASE_COUNT",12,"BK"
"04/29/2020","HOSPITALIZED_COUNT",94,"BK"
"04/29/2020","DEATH_COUNT",71,"BK"
"04/29/2020","PROBABLE_DEATH_COUNT",12,"BK"
"04/29/2020","CASE_COUNT_7DAY_AVG",593,"BK"
"04/29/2020","PROBABLE_CASE_COUNT_7DAY_AVG",18,"BK"
"04/29/2020","ALL_CASE_COUNT_7DAY_AVG",611,"BK"
"04/29/2020","HOSPITALIZED_COUNT_7DAY_AVG",101,"BK"
"04/29/2020","DEATH_COUNT_7DAY_AVG",79,"BK"
"04/29/2020","ALL_DEATH_COUNT_7DAY_AVG",96,"BK"
"04/29/2020","CASE_COUNT",285,"MN"
"04/29/2020","PROBABLE_CASE_COUNT",5,"MN"
"04/29/2020","HOSPITALIZED_COUNT",44,"MN"
"04/29/2020","DEATH_COUNT",32,"MN"
"04/29/2020","PROBABLE_DEATH_COUNT",5,"MN"
"04/29/2020","CASE_COUNT_7DAY_AVG",280,"MN"
"04/29/2020","PROBABLE_CASE_COUNT_7DAY_AVG",7,"MN"
"04/29/2020","ALL_CASE_COUNT_7DAY_AVG",287,"MN"
"04/29/2020","HOSPITALIZED_COUNT_7DAY_AVG",55,"MN"
"04/29/2020","DEATH_COUNT_7DAY_AVG",38,"MN"
"04/29/2020","ALL_DEATH_COUNT_7DAY_AVG",45,"MN"
"04/29/2020","CASE_COUNT",691,"QN"
"04/29/2020","PROBABLE_CASE_COUNT",9,"QN"
"04/29/2020","HOSPITALIZED_COUNT",87,"QN"
"04/29/2020","DEATH_COUNT",80,"QN"
"04/29/2020","PROBABLE_DEATH_COUNT",9,"QN"
"04/29/2020","CASE_COUNT_7DAY_AVG",678,"QN"
"04/29/2020","PROBABLE_CASE_COUNT_7DAY_AVG",13,"QN"
"04/29/2020","ALL_CASE_COUNT_7DAY_AVG",691,"QN"
"04/29/2020","HOSPITALIZED_COUNT_7DAY_AVG",110,"QN"
"04/29/2020","DEATH_COUNT_7DAY_AVG",88,"QN"
"04/29/2020","ALL_DEATH_COUNT_7DAY_AVG",101,"QN"
"04/29/2020","CASE_COUNT",124,"SI"
"04/29/2020","PROBABLE_CASE_COUNT",2,"SI"
"04/29/2020","HOSPITALIZED_COUNT",13,"SI"
"04/29/2020","DEATH_COUNT",14,"SI"
"04/29/2020","PROBABLE_DEATH_COUNT",2,"SI"
"04/29/2020","CASE_COUNT_7DAY_AVG",109,"SI"
"04/29/2020","PROBABLE_CASE_COUNT_7DAY_AVG",3,"SI"
"04/29/2020","ALL_CASE_COUNT_7DAY_AVG",112,"SI"
"04/29/2020","HOSPITALIZED_COUNT_7DAY_AVG",20,"SI"
"04/29/2020","DEATH_COUNT_7DAY_AVG",11,"SI"
"04/29/2020","ALL_DEATH_COUNT_7DAY_AVG",13,"SI"
"04/30/2020","CASE_COUNT",482,"BX"
"04/30/2020","PROBABLE_CASE_COUNT",6,"BX"
"04/30/2020","HOSPITALIZED_COUNT",59,"BX"
"04/30/2020","DEATH_COUNT",45,"BX"
"04/30/2020","PROBABLE_DEATH_COUNT",6,"BX"
"04/30/2020","CASE_COUNT_7DAY_AVG",493,"BX"
"04/30/2020","PROBABLE_CASE_COUNT_7DAY_AVG",9,"BX"
"04/30/2020","ALL_CASE_COUNT_7DAY_AVG",502,"BX"
"04/30/2020","HOSPITALIZED_COUNT_7DAY_AVG",82,"BX"
"04/30/2020","DEATH_COUNT_7DAY_AVG",53,"BX"
"04/30/2020","ALL_DEATH_COUNT_7DAY_AVG",61,"BX"
"04/30/2020","CASE_COUNT",600,"BK"
"04/30/2020","PROBABLE_CASE_COUNT",12,"BK"
"04/30/2020","HOSPITALIZED_COUNT",74,"BK"
"04/30/2020","DEATH_COUNT",65,"BK"
"04/30/2020","PROBABLE_DEATH_COUNT",12,"BK"
"04/30/2020","CASE_COUNT_7DAY_AVG",566,"BK"
"04/30/2020","PROBABLE_CASE_COUNT_7DAY_AVG",16,"BK"
"04/30/2020","ALL_CASE_COUNT_7DAY_AVG",582,"BK"
"04/30/2020","HOSPITALIZED_COUNT_7DAY_AVG",93,"BK"
"04/30/2020","DEATH_COUNT_7DAY_AVG",73,"BK"
"04/30/2020","ALL_DEATH_COUNT_7DAY_AVG",89,"BK"
"04/30/2020","CASE_COUNT",217,"MN"
"04/30/2020","PROBABLE_CASE_COUNT",3,"MN"
"04/30/2020","HOSPITALIZED_COUNT",31,"MN"
"04/30/2020","DEATH_COUNT",35,"MN"
"04/30/2020","PROBABLE_DEATH_COUNT",3,"MN"
"04/30/2020","CASE_COUNT_7DAY_AVG",254,"MN"
"04/30/2020","PROBABLE_CASE_COUNT_7DAY_AVG",6,"MN"
"04/30/2020","ALL_CASE_COUNT_7DAY_AVG",260,"MN"
"04/30/2020","HOSPITALIZED_COUNT_7DAY_AVG",51,"MN"
"04/30/2020","DEATH_COUNT_7DAY_AVG",36,"MN"
"04/30/2020","ALL_DEATH_COUNT_7DAY_AVG",42,"MN"
"04/30/2020","CASE_COUNT",593,"QN"
"04/30/2020","PROBABLE_CASE_COUNT",6,"QN"
"04/30/2020","HOSPITALIZED_COUNT",79,"QN"
"04/30/2020","DEATH_COUNT",67,"QN"
"04/30/2020","PROBABLE_DEATH_COUNT",6,"QN"
"04/30/2020","CASE_COUNT_7DAY_AVG",650,"QN"
"04/30/2020","PROBABLE_CASE_COUNT_7DAY_AVG",10,"QN"
"04/30/2020","ALL_CASE_COUNT_7DAY_AVG",660,"QN"
"04/30/2020","HOSPITALIZED_COUNT_7DAY_AVG",101,"QN"
"04/30/2020","DEATH_COUNT_7DAY_AVG",83,"QN"
"04/30/2020","ALL_DEATH_COUNT_7DAY_AVG",93,"QN"
"04/30/2020","CASE_COUNT",130,"SI"
"04/30/2020","PROBABLE_CASE_COUNT",1,"SI"
"04/30/2020","HOSPITALIZED_COUNT",12,"SI"
"04/30/2020","DEATH_COUNT",11,"SI"
"04/30/2020","PROBABLE_DEATH_COUNT",1,"SI"
"04/30/2020","CASE_COUNT_7DAY_AVG",110,"SI"
"04/30/2020","PROBABLE_CASE_COUNT_7DAY_AVG",2,"SI"
"04/30/2020","ALL_CASE_COUNT_7DAY_AVG",112,"SI"
"04/30/2020","HOSPITALIZED_COUNT_7DAY_AVG",18,"SI"
"04/30/2020","DEATH_COUNT_7DAY_AVG",10,"SI"
"04/30/2020","ALL_DEATH_COUNT_7DAY_AVG",13,"SI"
"05/01/2020","CASE_COUNT",450,"BX"
"05/01/2020","PROBABLE_CASE_COUNT",6,"BX"
"05/01/2020","HOSPITALIZED_COUNT",72,"BX"
"05/01/2020","DEATH_COUNT",45,"BX"
"05/01/2020","PROBABLE_DEATH_COUNT",6,"BX"
"05/01/2020","CASE_COUNT_7DAY_AVG",475,"BX"
"05/01/2020","PROBABLE_CASE_COUNT_7DAY_AVG",8,"BX"
"05/01/2020","ALL_CASE_COUNT_7DAY_AVG",482,"BX"
"05/01/2020","HOSPITALIZED_COUNT_7DAY_AVG",78,"BX"
"05/01/2020","DEATH_COUNT_7DAY_AVG",50,"BX"
"05/01/2020","ALL_DEATH_COUNT_7DAY_AVG",58,"BX"
"05/01/2020","CASE_COUNT",497,"BK"
"05/01/2020","PROBABLE_CASE_COUNT",15,"BK"
"05/01/2020","HOSPITALIZED_COUNT",66,"BK"
"05/01/2020","DEATH_COUNT",56,"BK"
"05/01/2020","PROBABLE_DEATH_COUNT",15,"BK"
"05/01/2020","CASE_COUNT_7DAY_AVG",547,"BK"
"05/01/2020","PROBABLE_CASE_COUNT_7DAY_AVG",15,"BK"
"05/01/2020","ALL_CASE_COUNT_7DAY_AVG",563,"BK"
"05/01/2020","HOSPITALIZED_COUNT_7DAY_AVG",84,"BK"
